,Name,Age,Team,PA,1B,2B,3B,HR,R,SO,SB,BB,HBP,wOBA,wRAA,BA,SLG,OBP,BAbip,bat-WAR,Reliability
14,Anthony Brocato,28.0,Washington WildThings,383.972,49,19,1,25,67,102,8,35,5,0.3761368421052632,23.216535019267706,0.28059701492537314,0.5671641791044776,0.3489837800672966,0.323943661971831,2.321653501926771,1.0
15,Austin Bost,24.0,Evansville Otters,172.172,25,6,0,3,22,38,4,17,3,0.2803727810650887,-3.316833914465798,0.22972972972972974,0.3310810810810811,0.31363984852356946,0.28703703703703703,-0.3316833914465798,0.21499999999999997
16,Austin Davis,24.0,Ottawa Titans,227.55599999999998,37,9,1,3,29,43,14,21,3,0.29758558558558557,0.799935492731239,0.25510204081632654,0.35714285714285715,0.3251946773541458,0.3092105263157895,0.0799935492731239,0.44499999999999995
17,Austin Dennis,27.0,New York Boulders,247.99259999999998,45,10,0,3,41,36,15,28,3,0.3170408163265306,5.014873324921911,0.27751196172248804,0.3684210526315789,0.35888167630808343,0.3142857142857143,0.5014873324921911,1.0
18,Austin Markmann,26.0,Aigles de Trois-Rivières,290.49039999999997,38,14,2,7,36,69,3,20,4,0.2849166666666667,-6.020580995809444,0.23193916349809887,0.38022813688212925,0.2926086369807746,0.2872340425531915,-0.6020580995809444,0.9525
19,Austin White,24.0,New Jersey Jackals,241.2816,41,6,2,0,34,39,17,27,3,0.2756176470588236,-3.0478061524592706,0.23671497584541062,0.28502415458937197,0.3274182531946075,0.28994082840236685,-0.30478061524592703,1.0
20,Blake Berry,26.0,Schaumburg Boomers,348.65999999999997,64,8,0,2,45,41,10,37,4,0.2781040462427745,-8.33748260678883,0.24584717607973422,0.292358803986711,0.32983422245167215,0.2748091603053435,-0.8337482606788831,1.0
21,Blake Grant-Parks,30.0,Schaumburg Boomers,231.65938864628816,41,14,0,2,22,50,0,17,3,0.3059867841409692,-1.1373294883701626,0.2766990291262136,0.3737864077669903,0.3323845428840717,0.3548387096774194,-0.11373294883701626,0.905
22,Brandon Bannon,24.0,Ottawa Titans,198.058,26,6,1,3,25,41,4,21,3,0.2712319587628866,-5.610403313979226,0.21301775147928995,0.3136094674556213,0.30294156257257976,0.2619047619047619,-0.5610403313979226,0.3225
23,Bren Spillane,27.0,Windy City ThunderBolts,345.6004,32,18,1,17,51,102,17,40,5,0.3327259475218659,10.177649083498324,0.2305084745762712,0.4711864406779661,0.326967214158317,0.2849162011173184,1.0177649083498324,1.0
24,Brendon Dadson,27.0,Aigles de Trois-Rivières,354.3768,46,21,0,9,52,66,3,53,4,0.34564204545454547,10.759596807792045,0.2585034013605442,0.4217687074829932,0.3753067356553815,0.30454545454545456,1.0759596807792045,1.0
25,Brennan Price,28.0,Florence Y'Alls,388.21999999999997,52,19,0,23,69,82,2,59,13,0.40703376623376614,34.65343756440872,0.3032258064516129,0.5870967741935483,0.4275926021328113,0.34134615384615385,3.465343756440872,1.0
26,Brett Milazzo,29.0,Schaumburg Boomers,331.6538882803943,62,10,2,3,47,50,23,39,11,0.31452887537993923,8.03972612868064,0.2779783393501805,0.36101083032490977,0.3829293262879789,0.3274336283185841,0.803972612868064,1.0
27,Brian Fuentes,25.0,Florence Y'Alls,390.548,57,19,2,7,46,95,7,46,6,0.319038860103627,4.536627421038508,0.2552552552552553,0.38738738738738737,0.3507891475567664,0.33620689655172414,0.4536627421038508,1.0
28,Broc Mortensen,25.0,Joliet Slammers,201.26399999999998,33,6,0,3,23,51,7,17,4,0.27638071065989844,-3.721059815772001,0.24,0.32571428571428573,0.31302170283806346,0.319672131147541,-0.3721059815772001,0.33999999999999997
29,Brock Ephan,27.0,Aigles de Trois-Rivières,132.832,18,4,0,2,16,31,3,12,3,0.25561538461538463,-5.107529429672403,0.21052631578947367,0.2982456140350877,0.2936039508552156,0.2682926829268293,-0.5107529429672403,0.06000000000000005
